SKU,description,normalPrice,specialPrice
28280,"description for 28280",28280.09,28280.01
28281,"description for 28281",28281.09,28281.01
28282,"description for 28282",28282.09,28282.01
28283,"description for 28283",28283.09,28283.01
28284,"description for 28284",28284.09,28284.01
28285,"description for 28285",28285.09,28285.01
28286,"description for 28286",28286.09,28286.01
28287,"description for 28287",28287.09,28287.01
28288,"description for 28288",28288.09,28288.01
28289,"description for 28289",28289.09,28289.01
28290,"description for 28290",28290.09,28290.01
28291,"description for 28291",28291.09,28291.01
28292,"description for 28292",28292.09,28292.01
28293,"description for 28293",28293.09,28293.01
28294,"description for 28294",28294.09,28294.01
28295,"description for 28295",28295.09,28295.01
28296,"description for 28296",28296.09,28296.01
28297,"description for 28297",28297.09,28297.01
28298,"description for 28298",28298.09,28298.01
28299,"description for 28299",28299.09,28299.01
28300,"description for 28300",28300.09,28300.01
28301,"description for 28301",28301.09,28301.01
28302,"description for 28302",28302.09,28302.01
28303,"description for 28303",28303.09,28303.01
28304,"description for 28304",28304.09,28304.01
28305,"description for 28305",28305.09,28305.01
28306,"description for 28306",28306.09,28306.01
28307,"description for 28307",28307.09,28307.01
28308,"description for 28308",28308.09,28308.01
28309,"description for 28309",28309.09,28309.01
28310,"description for 28310",28310.09,28310.01
28311,"description for 28311",28311.09,28311.01
28312,"description for 28312",28312.09,28312.01
28313,"description for 28313",28313.09,28313.01
28314,"description for 28314",28314.09,28314.01
28315,"description for 28315",28315.09,28315.01
28316,"description for 28316",28316.09,28316.01
28317,"description for 28317",28317.09,28317.01
28318,"description for 28318",28318.09,28318.01
28319,"description for 28319",28319.09,28319.01
28320,"description for 28320",28320.09,28320.01
28321,"description for 28321",28321.09,28321.01
28322,"description for 28322",28322.09,28322.01
28323,"description for 28323",28323.09,28323.01
28324,"description for 28324",28324.09,28324.01
28325,"description for 28325",28325.09,28325.01
28326,"description for 28326",28326.09,28326.01
28327,"description for 28327",28327.09,28327.01
28328,"description for 28328",28328.09,28328.01
28329,"description for 28329",28329.09,28329.01
28330,"description for 28330",28330.09,28330.01
28331,"description for 28331",28331.09,28331.01
28332,"description for 28332",28332.09,28332.01
28333,"description for 28333",28333.09,28333.01
28334,"description for 28334",28334.09,28334.01
28335,"description for 28335",28335.09,28335.01
28336,"description for 28336",28336.09,28336.01
28337,"description for 28337",28337.09,28337.01
28338,"description for 28338",28338.09,28338.01
28339,"description for 28339",28339.09,28339.01
28340,"description for 28340",28340.09,28340.01
28341,"description for 28341",28341.09,28341.01
28342,"description for 28342",28342.09,28342.01
28343,"description for 28343",28343.09,28343.01
28344,"description for 28344",28344.09,28344.01
28345,"description for 28345",28345.09,28345.01
28346,"description for 28346",28346.09,28346.01
28347,"description for 28347",28347.09,28347.01
28348,"description for 28348",28348.09,28348.01
28349,"description for 28349",28349.09,28349.01
28350,"description for 28350",28350.09,28350.01
28351,"description for 28351",28351.09,28351.01
28352,"description for 28352",28352.09,28352.01
28353,"description for 28353",28353.09,28353.01
28354,"description for 28354",28354.09,28354.01
28355,"description for 28355",28355.09,28355.01
28356,"description for 28356",28356.09,28356.01
28357,"description for 28357",28357.09,28357.01
28358,"description for 28358",28358.09,28358.01
28359,"description for 28359",28359.09,28359.01
28360,"description for 28360",28360.09,28360.01
28361,"description for 28361",28361.09,28361.01
28362,"description for 28362",28362.09,28362.01
28363,"description for 28363",28363.09,28363.01
28364,"description for 28364",28364.09,28364.01
28365,"description for 28365",28365.09,28365.01
28366,"description for 28366",28366.09,28366.01
28367,"description for 28367",28367.09,28367.01
28368,"description for 28368",28368.09,28368.01
28369,"description for 28369",28369.09,28369.01
28370,"description for 28370",28370.09,28370.01
28371,"description for 28371",28371.09,28371.01
28372,"description for 28372",28372.09,28372.01
28373,"description for 28373",28373.09,28373.01
28374,"description for 28374",28374.09,28374.01
28375,"description for 28375",28375.09,28375.01
28376,"description for 28376",28376.09,28376.01
28377,"description for 28377",28377.09,28377.01
28378,"description for 28378",28378.09,28378.01
28379,"description for 28379",28379.09,28379.01
28380,"description for 28380",28380.09,28380.01
28381,"description for 28381",28381.09,28381.01
28382,"description for 28382",28382.09,28382.01
28383,"description for 28383",28383.09,28383.01
28384,"description for 28384",28384.09,28384.01
28385,"description for 28385",28385.09,28385.01
28386,"description for 28386",28386.09,28386.01
28387,"description for 28387",28387.09,28387.01
28388,"description for 28388",28388.09,28388.01
28389,"description for 28389",28389.09,28389.01
28390,"description for 28390",28390.09,28390.01
28391,"description for 28391",28391.09,28391.01
28392,"description for 28392",28392.09,28392.01
28393,"description for 28393",28393.09,28393.01
28394,"description for 28394",28394.09,28394.01
28395,"description for 28395",28395.09,28395.01
28396,"description for 28396",28396.09,28396.01
28397,"description for 28397",28397.09,28397.01
28398,"description for 28398",28398.09,28398.01
28399,"description for 28399",28399.09,28399.01
28400,"description for 28400",28400.09,28400.01
28401,"description for 28401",28401.09,28401.01
28402,"description for 28402",28402.09,28402.01
28403,"description for 28403",28403.09,28403.01
28404,"description for 28404",28404.09,28404.01
28405,"description for 28405",28405.09,28405.01
28406,"description for 28406",28406.09,28406.01
28407,"description for 28407",28407.09,28407.01
28408,"description for 28408",28408.09,28408.01
28409,"description for 28409",28409.09,28409.01
28410,"description for 28410",28410.09,28410.01
28411,"description for 28411",28411.09,28411.01
28412,"description for 28412",28412.09,28412.01
28413,"description for 28413",28413.09,28413.01
28414,"description for 28414",28414.09,28414.01
28415,"description for 28415",28415.09,28415.01
28416,"description for 28416",28416.09,28416.01
28417,"description for 28417",28417.09,28417.01
28418,"description for 28418",28418.09,28418.01
28419,"description for 28419",28419.09,28419.01
28420,"description for 28420",28420.09,28420.01
28421,"description for 28421",28421.09,28421.01
28422,"description for 28422",28422.09,28422.01
28423,"description for 28423",28423.09,28423.01
28424,"description for 28424",28424.09,28424.01
28425,"description for 28425",28425.09,28425.01
28426,"description for 28426",28426.09,28426.01
28427,"description for 28427",28427.09,28427.01
28428,"description for 28428",28428.09,28428.01
28429,"description for 28429",28429.09,28429.01
28430,"description for 28430",28430.09,28430.01
28431,"description for 28431",28431.09,28431.01
28432,"description for 28432",28432.09,28432.01
28433,"description for 28433",28433.09,28433.01
28434,"description for 28434",28434.09,28434.01
28435,"description for 28435",28435.09,28435.01
28436,"description for 28436",28436.09,28436.01
28437,"description for 28437",28437.09,28437.01
28438,"description for 28438",28438.09,28438.01
28439,"description for 28439",28439.09,28439.01
28440,"description for 28440",28440.09,28440.01
28441,"description for 28441",28441.09,28441.01
28442,"description for 28442",28442.09,28442.01
28443,"description for 28443",28443.09,28443.01
28444,"description for 28444",28444.09,28444.01
28445,"description for 28445",28445.09,28445.01
28446,"description for 28446",28446.09,28446.01
28447,"description for 28447",28447.09,28447.01
28448,"description for 28448",28448.09,28448.01
28449,"description for 28449",28449.09,28449.01
28450,"description for 28450",28450.09,28450.01
28451,"description for 28451",28451.09,28451.01
28452,"description for 28452",28452.09,28452.01
28453,"description for 28453",28453.09,28453.01
28454,"description for 28454",28454.09,28454.01
28455,"description for 28455",28455.09,28455.01
28456,"description for 28456",28456.09,28456.01
28457,"description for 28457",28457.09,28457.01
28458,"description for 28458",28458.09,28458.01
28459,"description for 28459",28459.09,28459.01
28460,"description for 28460",28460.09,28460.01
28461,"description for 28461",28461.09,28461.01
28462,"description for 28462",28462.09,28462.01
28463,"description for 28463",28463.09,28463.01
28464,"description for 28464",28464.09,28464.01
28465,"description for 28465",28465.09,28465.01
28466,"description for 28466",28466.09,28466.01
28467,"description for 28467",28467.09,28467.01
28468,"description for 28468",28468.09,28468.01
28469,"description for 28469",28469.09,28469.01
28470,"description for 28470",28470.09,28470.01
28471,"description for 28471",28471.09,28471.01
28472,"description for 28472",28472.09,28472.01
28473,"description for 28473",28473.09,28473.01
28474,"description for 28474",28474.09,28474.01
28475,"description for 28475",28475.09,28475.01
28476,"description for 28476",28476.09,28476.01
28477,"description for 28477",28477.09,28477.01
28478,"description for 28478",28478.09,28478.01
28479,"description for 28479",28479.09,28479.01
28480,"description for 28480",28480.09,28480.01
28481,"description for 28481",28481.09,28481.01
28482,"description for 28482",28482.09,28482.01
28483,"description for 28483",28483.09,28483.01
28484,"description for 28484",28484.09,28484.01
28485,"description for 28485",28485.09,28485.01
28486,"description for 28486",28486.09,28486.01
28487,"description for 28487",28487.09,28487.01
28488,"description for 28488",28488.09,28488.01
28489,"description for 28489",28489.09,28489.01
28490,"description for 28490",28490.09,28490.01
28491,"description for 28491",28491.09,28491.01
28492,"description for 28492",28492.09,28492.01
28493,"description for 28493",28493.09,28493.01
28494,"description for 28494",28494.09,28494.01
28495,"description for 28495",28495.09,28495.01
28496,"description for 28496",28496.09,28496.01
28497,"description for 28497",28497.09,28497.01
28498,"description for 28498",28498.09,28498.01
28499,"description for 28499",28499.09,28499.01
28500,"description for 28500",28500.09,28500.01
28501,"description for 28501",28501.09,28501.01
28502,"description for 28502",28502.09,28502.01
28503,"description for 28503",28503.09,28503.01
28504,"description for 28504",28504.09,28504.01
28505,"description for 28505",28505.09,28505.01
28506,"description for 28506",28506.09,28506.01
28507,"description for 28507",28507.09,28507.01
28508,"description for 28508",28508.09,28508.01
28509,"description for 28509",28509.09,28509.01
28510,"description for 28510",28510.09,28510.01
28511,"description for 28511",28511.09,28511.01
28512,"description for 28512",28512.09,28512.01
28513,"description for 28513",28513.09,28513.01
28514,"description for 28514",28514.09,28514.01
28515,"description for 28515",28515.09,28515.01
28516,"description for 28516",28516.09,28516.01
28517,"description for 28517",28517.09,28517.01
28518,"description for 28518",28518.09,28518.01
